character	token	ferquency(per million)	total coverage rate(%)
哒	11140	5.86834 	99.54887 
冽	11108	5.85148 	99.54945 
鸾	11088	5.84095 	99.55004 
砌	11088	5.84095 	99.55062 
烨	11080	5.83673 	99.55120 
翟	11050	5.82093 	99.55178 
辗	11050	5.82093 	99.55237 
噎	11030	5.81039 	99.55295 
驹	11020	5.80512 	99.55353 
噼	11014	5.80196 	99.55411 
咎	11012	5.80091 	99.55469 
亵	11009	5.79933 	99.55527 
陨	11006	5.79775 	99.55585 
蠕	11004	5.79670 	99.55643 
冕	10994	5.79143 	99.55701 
雌	10979	5.78353 	99.55759 
茸	10963	5.77510 	99.55816 
瑛	10948	5.76720 	99.55874 
剃	10941	5.76351 	99.55932 
掰	10932	5.75877 	99.55989 
蹙	10904	5.74402 	99.56047 
橡	10887	5.73506 	99.56104 
佯	10873	5.72769 	99.56161 
笃	10832	5.70609 	99.56218 
崛	10826	5.70293 	99.56275 
勘	10761	5.66869 	99.56332 
稼	10734	5.65447 	99.56389 
桀	10702	5.63761 	99.56445 
渝	10653	5.61180 	99.56501 
拚	10652	5.61127 	99.56557 
汐	10645	5.60758 	99.56613 
锈	10628	5.59863 	99.56669 
磅	10605	5.58651 	99.56725 
壕	10556	5.56070 	99.56781 
娄	10553	5.55912 	99.56836 
撮	10534	5.54911 	99.56892 
玑	10523	5.54331 	99.56947 
祠	10484	5.52277 	99.57002 
鹫	10470	5.51540 	99.57058 
娲	10470	5.51540 	99.57113 
黏	10465	5.51276 	99.57168 
珀	10455	5.50749 	99.57223 
睽	10448	5.50381 	99.57278 
栓	10429	5.49380 	99.57333 
绫	10425	5.49169 	99.57388 
阑	10423	5.49064 	99.57443 
邑	10420	5.48906 	99.57498 
瑕	10419	5.48853 	99.57553 
磋	10397	5.47694 	99.57607 
粟	10358	5.45640 	99.57662 
薯	10341	5.44744 	99.57716 
沪	10326	5.43954 	99.57771 
讷	10324	5.43849 	99.57825 
岑	10316	5.43427 	99.57880 
炜	10301	5.42637 	99.57934 
玮	10284	5.41741 	99.57988 
娼	10278	5.41425 	99.58042 
迂	10277	5.41373 	99.58096 
伎	10269	5.40951 	99.58150 
鲸	10246	5.39740 	99.58204 
翡	10243	5.39582 	99.58258 
坝	10236	5.39213 	99.58312 
铐	10235	5.39160 	99.58366 
洼	10233	5.39055 	99.58420 
蹊	10230	5.38897 	99.58474 
寐	10214	5.38054 	99.58528 
肾	10212	5.37949 	99.58581 
鸯	10164	5.35420 	99.58635 
這	10162	5.35315 	99.58689 
敝	10151	5.34735 	99.58742 
涧	10131	5.33682 	99.58795 
崆	10115	5.32839 	99.58849 
甭	10111	5.32628 	99.58902 
笠	10084	5.31206 	99.58955 
扈	10073	5.30626 	99.59008 
哝	10044	5.29099 	99.59061 
芮	10037	5.28730 	99.59114 
卉	10030	5.28361 	99.59167 
靳	10010	5.27308 	99.59219 
诬	9995	5.26517 	99.59272 
札	9993	5.26412 	99.59325 
婊	9991	5.26307 	99.59377 
裘	9991	5.26307 	99.59430 
扉	9977	5.25569 	99.59483 
疮	9968	5.25095 	99.59535 
巅	9967	5.25042 	99.59588 
坞	9944	5.23831 	99.59640 
膳	9913	5.22198 	99.59692 
剌	9911	5.22092 	99.59744 
鳄	9891	5.21039 	99.59797 
捺	9881	5.20512 	99.59849 
悼	9880	5.20459 	99.59901 
茧	9861	5.19459 	99.59953 
毋	9854	5.19090 	99.60004 
曙	9845	5.18616 	99.60056 
馅	9845	5.18616 	99.60108 
簸	9837	5.18194 	99.60160 
忒	9833	5.17984 	99.60212 
妳	9800	5.16245 	99.60263 
叟	9797	5.16087 	99.60315 
拴	9790	5.15718 	99.60367 
嬷	9757	5.13980 	99.60418 
稣	9756	5.13927 	99.60469 
痹	9748	5.13506 	99.60521 
垣	9743	5.13243 	99.60572 
蛤	9735	5.12821 	99.60623 
谏	9725	5.12294 	99.60675 
羹	9720	5.12031 	99.60726 
沥	9716	5.11820 	99.60777 
蛾	9694	5.10661 	99.60828 
瑚	9681	5.09977 	99.60879 
個	9663	5.09028 	99.60930 
熔	9661	5.08923 	99.60981 
惆	9648	5.08238 	99.61032 
雏	9648	5.08238 	99.61082 
饷	9645	5.08080 	99.61133 
拗	9593	5.05341 	99.61184 
燎	9587	5.05025 	99.61234 
熠	9579	5.04603 	99.61285 
薰	9574	5.04340 	99.61335 
蕃	9570	5.04129 	99.61386 
捋	9568	5.04024 	99.61436 
籁	9564	5.03813 	99.61486 
髦	9531	5.02075 	99.61537 
飓	9487	4.99757 	99.61587 
簿	9481	4.99441 	99.61637 
迢	9447	4.97650 	99.61686 
汩	9441	4.97334 	99.61736 
闸	9438	4.97176 	99.61786 
狩	9422	4.96333 	99.61835 
鲨	9416	4.96017 	99.61885 
蜥	9410	4.95701 	99.61935 
惴	9403	4.95332 	99.61984 
胯	9397	4.95016 	99.62034 
侨	9375	4.93857 	99.62083 
劭	9369	4.93541 	99.62132 
烹	9367	4.93436 	99.62182 
咣	9351	4.92593 	99.62231 
攸	9343	4.92171 	99.62280 
锄	9338	4.91908 	99.62329 
硝	9321	4.91012 	99.62378 
颔	9307	4.90275 	99.62427 
鸥	9276	4.88642 	99.62476 
滕	9254	4.87483 	99.62525 
寰	9242	4.86851 	99.62574 
紊	9236	4.86535 	99.62622 
蕉	9223	4.85850 	99.62671 
稠	9216	4.85481 	99.62720 
蟆	9205	4.84902 	99.62768 
垢	9175	4.83321 	99.62816 
楷	9165	4.82795 	99.62865 
炊	9154	4.82215 	99.62913 
忻	9151	4.82057 	99.62961 
炳	9133	4.81109 	99.63009 
腆	9132	4.81056 	99.63057 
褒	9130	4.80951 	99.63105 
酋	9128	4.80846 	99.63153 
赃	9126	4.80740 	99.63202 
拈	9106	4.79687 	99.63250 
抒	9105	4.79634 	99.63298 
孰	9098	4.79265 	99.63345 
袄	9096	4.79160 	99.63393 
褂	9095	4.79107 	99.63441 
孺	9093	4.79002 	99.63489 
胭	9088	4.78738 	99.63537 
赘	9084	4.78528 	99.63585 
嫡	9082	4.78422 	99.63633 
礁	9082	4.78422 	99.63681 
珉	9079	4.78264 	99.63728 
啜	9057	4.77105 	99.63776 
钳	9039	4.76157 	99.63824 
晾	9012	4.74735 	99.63871 
茎	9007	4.74472 	99.63919 
隧	9003	4.74261 	99.63966 
窿	9002	4.74208 	99.64013 
骋	8977	4.72891 	99.64061 
嫦	8971	4.72575 	99.64108 
槛	8970	4.72522 	99.64155 
掳	8970	4.72522 	99.64203 
莞	8969	4.72470 	99.64250 
瓢	8967	4.72364 	99.64297 
曜	8963	4.72154 	99.64344 
锯	8953	4.71627 	99.64391 
猖	8948	4.71363 	99.64439 
遐	8944	4.71153 	99.64486 
蹋	8940	4.70942 	99.64533 
飕	8930	4.70415 	99.64580 
麾	8918	4.69783 	99.64627 
渍	8918	4.69783 	99.64674 
猥	8898	4.68730 	99.64721 
篝	8896	4.68624 	99.64767 
殉	8878	4.67676 	99.64814 
枷	8877	4.67623 	99.64861 
蜒	8877	4.67623 	99.64908 
皎	8869	4.67202 	99.64954 
霁	8842	4.65780 	99.65001 
诩	8833	4.65306 	99.65048 
窖	8831	4.65200 	99.65094 
咫	8825	4.64884 	99.65141 
檬	8818	4.64515 	99.65187 
乒	8803	4.63725 	99.65233 
奚	8800	4.63567 	99.65280 
淤	8794	4.63251 	99.65326 
溯	8725	4.59616 	99.65372 
凋	8718	4.59248 	99.65418 
纺	8718	4.59248 	99.65464 
篱	8716	4.59142 	99.65510 
泌	8695	4.58036 	99.65556 
刨	8691	4.57825 	99.65601 
樵	8689	4.57720 	99.65647 
忏	8687	4.57615 	99.65693 
盎	8678	4.57140 	99.65739 
戾	8677	4.57088 	99.65784 
咀	8667	4.56561 	99.65830 
屹	8644	4.55349 	99.65876 
挎	8629	4.54559 	99.65921 
羔	8622	4.54190 	99.65966 
殃	8611	4.53611 	99.66012 
庚	8607	4.53400 	99.66057 
淼	8593	4.52663 	99.66102 
淀	8590	4.52505 	99.66148 
隘	8588	4.52399 	99.66193 
绛	8578	4.51873 	99.66238 
缨	8574	4.51662 	99.66283 
焘	8565	4.51188 	99.66328 
璨	8551	4.50450 	99.66373 
跤	8546	4.50187 	99.66418 
锵	8532	4.49449 	99.66463 
摁	8517	4.48659 	99.66508 
痊	8478	4.46605 	99.66553 
嫔	8467	4.46025 	99.66598 
來	8459	4.45604 	99.66642 
臻	8443	4.44761 	99.66687 
泯	8435	4.44340 	99.66731 
糜	8423	4.43707 	99.66775 
睦	8412	4.43128 	99.66820 
喵	8410	4.43023 	99.66864 
缥	8410	4.43023 	99.66908 
褥	8394	4.42180 	99.66952 
魇	8387	4.41811 	99.66997 
汶	8380	4.41442 	99.67041 
馋	8379	4.41390 	99.67085 
渎	8378	4.41337 	99.67129 
蜿	8376	4.41232 	99.67173 
抠	8375	4.41179 	99.67217 
诶	8361	4.40441 	99.67261 
墩	8359	4.40336 	99.67305 
棣	8329	4.38756 	99.67349 
沓	8322	4.38387 	99.67393 
喏	8320	4.38282 	99.67437 
诲	8309	4.37702 	99.67481 
琶	8308	4.37650 	99.67524 
缈	8275	4.35911 	99.67568 
缔	8273	4.35806 	99.67612 
酝	8265	4.35384 	99.67655 
耷	8256	4.34910 	99.67699 
弼	8249	4.34542 	99.67742 
柬	8238	4.33962 	99.67786 
浏	8234	4.33751 	99.67829 
拷	8224	4.33225 	99.67872 
剁	8222	4.33119 	99.67916 
柿	8210	4.32487 	99.67959 
琵	8200	4.31960 	99.68002 
沂	8174	4.30591 	99.68045 
蕙	8173	4.30538 	99.68088 
捻	8152	4.29432 	99.68131 
帛	8139	4.28747 	99.68174 
柠	8126	4.28062 	99.68217 
饵	8125	4.28009 	99.68260 
撂	8107	4.27061 	99.68302 
娓	8105	4.26956 	99.68345 
乓	8098	4.26587 	99.68388 
轲	8080	4.25639 	99.68430 
髯	8077	4.25481 	99.68473 
娉	8067	4.24954 	99.68515 
圭	8052	4.24164 	99.68558 
璀	8045	4.23795 	99.68600 
苔	8045	4.23795 	99.68642 
肪	8036	4.23321 	99.68685 
吮	8032	4.23110 	99.68727 
瞩	8028	4.22900 	99.68769 
啄	8026	4.22794 	99.68812 
帷	8007	4.21793 	99.68854 
箍	8001	4.21477 	99.68896 
蟑	7998	4.21319 	99.68938 
炖	7982	4.20476 	99.68980 
梗	7980	4.20371 	99.69022 
捎	7956	4.19107 	99.69064 
瞿	7952	4.18896 	99.69106 
嗬	7948	4.18685 	99.69148 
蘑	7944	4.18475 	99.69190 
唏	7925	4.17474 	99.69231 
鹊	7905	4.16420 	99.69273 
矶	7901	4.16210 	99.69315 
羌	7900	4.16157 	99.69356 
骼	7894	4.15841 	99.69398 
筛	7883	4.15261 	99.69439 
鲤	7849	4.13470 	99.69481 
羲	7847	4.13365 	99.69522 
祺	7841	4.13049 	99.69563 
馈	7839	4.12943 	99.69605 
伫	7835	4.12733 	99.69646 
羿	7834	4.12680 	99.69687 
苞	7827	4.12311 	99.69728 
犁	7823	4.12101 	99.69770 
铎	7819	4.11890 	99.69811 
啬	7814	4.11627 	99.69852 
舷	7809	4.11363 	99.69893 
矗	7808	4.11310 	99.69934 
癖	7798	4.10784 	99.69975 
掣	7797	4.10731 	99.70016 
匾	7782	4.09941 	99.70057 
谧	7781	4.09888 	99.70098 
瀛	7781	4.09888 	99.70139 
珞	7779	4.09783 	99.70180 
衲	7778	4.09730 	99.70221 
毓	7778	4.09730 	99.70262 
恺	7748	4.08150 	99.70303 
纬	7715	4.06411 	99.70344 
惰	7669	4.03988 	99.70384 
嘤	7662	4.03619 	99.70425 
诣	7648	4.02882 	99.70465 
谛	7639	4.02408 	99.70505 
藻	7612	4.00986 	99.70545 
啷	7603	4.00511 	99.70585 
佘	7584	3.99511 	99.70625 
黠	7541	3.97245 	99.70665 
饲	7519	3.96087 	99.70704 
虬	7518	3.96034 	99.70744 
涤	7510	3.95612 	99.70784 
骡	7509	3.95560 	99.70823 
钵	7494	3.94770 	99.70863 
邯	7487	3.94401 	99.70902 
笋	7472	3.93611 	99.70941 
瑀	7470	3.93505 	99.70981 
芥	7468	3.93400 	99.71020 
醺	7468	3.93400 	99.71060 
佼	7460	3.92979 	99.71099 
舜	7460	3.92979 	99.71138 
龌	7451	3.92504 	99.71177 
簪	7448	3.92346 	99.71217 
痰	7445	3.92188 	99.71256 
蹂	7440	3.91925 	99.71295 
恻	7439	3.91872 	99.71334 
簧	7430	3.91398 	99.71373 
甥	7427	3.91240 	99.71412 
腼	7396	3.89607 	99.71451 
驮	7367	3.88079 	99.71490 
缤	7365	3.87974 	99.71529 
潺	7363	3.87869 	99.71568 
獠	7356	3.87500 	99.71607 
筏	7349	3.87131 	99.71645 
锭	7341	3.86710 	99.71684 
阙	7335	3.86394 	99.71723 
粤	7314	3.85288 	99.71761 
瞌	7311	3.85129 	99.71800 
髻	7307	3.84919 	99.71838 
琏	7307	3.84919 	99.71877 
龊	7295	3.84287 	99.71915 
椎	7273	3.83128 	99.71953 
唆	7269	3.82917 	99.71992 
煦	7265	3.82706 	99.72030 
嵋	7261	3.82496 	99.72068 
幡	7256	3.82232 	99.72106 
翌	7243	3.81547 	99.72145 
毡	7222	3.80441 	99.72183 
碳	7195	3.79019 	99.72220 
鸨	7173	3.77860 	99.72258 
闽	7169	3.77649 	99.72296 
躏	7166	3.77491 	99.72334 
蜓	7149	3.76596 	99.72371 
咻	7148	3.76543 	99.72409 
捍	7135	3.75858 	99.72447 
睨	7131	3.75647 	99.72484 
鼾	7130	3.75595 	99.72522 
桔	7128	3.75489 	99.72559 
娆	7099	3.73962 	99.72597 
抉	7091	3.73540 	99.72634 
玟	7088	3.73382 	99.72671 
蜻	7088	3.73382 	99.72709 
徨	7081	3.73014 	99.72746 
嗲	7063	3.72065 	99.72783 
碾	7058	3.71802 	99.72820 
哐	7050	3.71380 	99.72858 
粼	7049	3.71328 	99.72895 
啐	7044	3.71064 	99.72932 
谑	7031	3.70380 	99.72969 
嚏	7017	3.69642 	99.73006 
甬	7009	3.69221 	99.73043 
鳖	6999	3.68694 	99.73080 
榨	6994	3.68431 	99.73116 
倜	6979	3.67640 	99.73153 
稷	6957	3.66481 	99.73190 
妤	6923	3.64690 	99.73226 
篡	6922	3.64638 	99.73263 
晤	6919	3.64480 	99.73299 
肇	6900	3.63479 	99.73336 
咂	6899	3.63426 	99.73372 
帚	6894	3.63163 	99.73408 
瘤	6892	3.63057 	99.73445 
瞠	6874	3.62109 	99.73481 
嚅	6865	3.61635 	99.73517 
怆	6862	3.61477 	99.73553 
镔	6859	3.61319 	99.73589 
撵	6857	3.61214 	99.73625 
裆	6838	3.60213 	99.73661 
腺	6833	3.59949 	99.73697 
骁	6831	3.59844 	99.73733 
坷	6828	3.59686 	99.73769 
箐	6828	3.59686 	99.73805 
螃	6823	3.59423 	99.73841 
冢	6812	3.58843 	99.73877 
锢	6805	3.58474 	99.73913 
晁	6804	3.58422 	99.73949 
濒	6797	3.58053 	99.73985 
蝗	6770	3.56631 	99.74020 
烽	6755	3.55840 	99.74056 
辘	6743	3.55208 	99.74091 
莘	6743	3.55208 	99.74127 
撬	6740	3.55050 	99.74162 
澹	6736	3.54840 	99.74198 
瓮	6733	3.54682 	99.74233 
亘	6726	3.54313 	99.74269 
钊	6725	3.54260 	99.74304 
篓	6723	3.54155 	99.74340 
缇	6721	3.54049 	99.74375 
宸	6716	3.53786 	99.74410 
泓	6716	3.53786 	99.74446 
鞑	6703	3.53101 	99.74481 
胄	6703	3.53101 	99.74516 
羚	6686	3.52206 	99.74552 
绥	6678	3.51784 	99.74587 
笺	6662	3.50941 	99.74622 
荤	6658	3.50731 	99.74657 
迄	6616	3.48518 	99.74692 
踞	6612	3.48307 	99.74727 
桨	6608	3.48097 	99.74761 
慵	6576	3.46411 	99.74796 
噤	6575	3.46358 	99.74831 
幌	6566	3.45884 	99.74865 
荻	6563	3.45726 	99.74900 
跚	6556	3.45358 	99.74934 
袒	6547	3.44883 	99.74969 
浣	6534	3.44199 	99.75003 
榄	6522	3.43566 	99.75038 
痪	6519	3.43408 	99.75072 
荼	6513	3.43092 	99.75106 
晗	6491	3.41933 	99.75141 
阉	6489	3.41828 	99.75175 
腋	6487	3.41723 	99.75209 
骰	6460	3.40300 	99.75243 
曝	6457	3.40142 	99.75277 
涮	6454	3.39984 	99.75311 
踵	6451	3.39826 	99.75345 
炬	6448	3.39668 	99.75379 
涣	6445	3.39510 	99.75413 
俟	6435	3.38983 	99.75447 
皑	6424	3.38404 	99.75481 
瞑	6405	3.37403 	99.75514 
渲	6400	3.37140 	99.75548 
擞	6388	3.36508 	99.75582 
赂	6380	3.36086 	99.75615 
湮	6374	3.35770 	99.75649 
麓	6365	3.35296 	99.75682 
铿	6349	3.34453 	99.75716 
埔	6340	3.33979 	99.75749 
峦	6336	3.33768 	99.75783 
噘	6333	3.33610 	99.75816 
涓	6331	3.33505 	99.75849 
掬	6329	3.33400 	99.75883 
莓	6323	3.33084 	99.75916 
怏	6323	3.33084 	99.75949 
萃	6318	3.32820 	99.75983 
呲	6309	3.32346 	99.76016 
蹒	6305	3.32135 	99.76049 
鳌	6289	3.31292 	99.76082 
睐	6282	3.30924 	99.76115 
昱	6273	3.30450 	99.76148 
旌	6251	3.29291 	99.76181 
摞	6250	3.29238 	99.76214 
們	6244	3.28922 	99.76247 
吠	6242	3.28817 	99.76280 
濮	6228	3.28079 	99.76313 
卞	6201	3.26657 	99.76345 
琬	6185	3.25814 	99.76378 
谙	6174	3.25234 	99.76411 
啕	6152	3.24076 	99.76443 
轶	6150	3.23970 	99.76475 
搪	6143	3.23601 	99.76508 
陇	6141	3.23496 	99.76540 
纨	6138	3.23338 	99.76572 
膺	6134	3.23127 	99.76605 
皋	6131	3.22969 	99.76637 
霭	6123	3.22548 	99.76669 
呓	6086	3.20599 	99.76701 
橄	6085	3.20546 	99.76733 
纶	6061	3.19282 	99.76765 
垛	6052	3.18808 	99.76797 
嗫	6049	3.18650 	99.76829 
盅	6047	3.18544 	99.76861 
拄	6044	3.18386 	99.76893 
踝	6039	3.18123 	99.76925 
臧	6025	3.17385 	99.76956 
淅	6023	3.17280 	99.76988 
岌	6018	3.17017 	99.77020 
岱	6015	3.16859 	99.77051 
璞	6014	3.16806 	99.77083 
缄	6013	3.16753 	99.77115 
秧	5967	3.14330 	99.77146 
翱	5945	3.13171 	99.77177 
卤	5943	3.13066 	99.77209 
逅	5938	3.12802 	99.77240 
靥	5938	3.12802 	99.77271 
磐	5916	3.11644 	99.77303 
壑	5914	3.11538 	99.77334 
斓	5911	3.11380 	99.77365 
翊	5899	3.10748 	99.77396 
挛	5894	3.10485 	99.77427 
琰	5886	3.10063 	99.77458 
叁	5883	3.09905 	99.77489 
佗	5875	3.09484 	99.77520 
阖	5863	3.08852 	99.77551 
戬	5852	3.08272 	99.77582 
怂	5852	3.08272 	99.77612 
汲	5849	3.08114 	99.77643 
垠	5840	3.07640 	99.77674 
迥	5833	3.07271 	99.77705 
咛	5821	3.06639 	99.77735 
邂	5821	3.06639 	99.77766 
杞	5807	3.05902 	99.77797 
痘	5797	3.05375 	99.77827 
臊	5795	3.05269 	99.77858 
藕	5784	3.04690 	99.77888 
湄	5774	3.04163 	99.77919 
媲	5774	3.04163 	99.77949 
癞	5773	3.04111 	99.77979 
辄	5766	3.03742 	99.78010 
獒	5756	3.03215 	99.78040 
恪	5751	3.02952 	99.78070 
砾	5747	3.02741 	99.78101 
痉	5743	3.02530 	99.78131 
吒	5743	3.02530 	99.78161 
蜕	5742	3.02478 	99.78191 
椰	5739	3.02320 	99.78222 
仨	5719	3.01266 	99.78252 
纣	5710	3.00792 	99.78282 
馁	5700	3.00265 	99.78312 
镐	5696	3.00054 	99.78342 
蜈	5696	3.00054 	99.78372 
窈	5693	2.99896 	99.78402 
說	5687	2.99580 	99.78432 
秤	5682	2.99317 	99.78462 
桢	5681	2.99264 	99.78492 
粱	5673	2.98843 	99.78522 
辐	5668	2.98579 	99.78551 
悖	5666	2.98474 	99.78581 
涔	5665	2.98421 	99.78611 
偕	5650	2.97631 	99.78641 
渭	5648	2.97526 	99.78671 
汴	5636	2.96894 	99.78700 
蜴	5628	2.96472 	99.78730 
桅	5611	2.95577 	99.78760 
隅	5608	2.95419 	99.78789 
卯	5587	2.94312 	99.78819 
骜	5585	2.94207 	99.78848 
孚	5574	2.93628 	99.78877 
禺	5565	2.93154 	99.78907 
琥	5562	2.92996 	99.78936 
阚	5558	2.92785 	99.78965 
杵	5556	2.92679 	99.78994 
掖	5553	2.92521 	99.79024 
畸	5545	2.92100 	99.79053 
晔	5540	2.91837 	99.79082 
婀	5532	2.91415 	99.79111 
菡	5512	2.90362 	99.79140 
噶	5511	2.90309 	99.79169 
昙	5506	2.90046 	99.79198 
坍	5505	2.89993 	99.79227 
俑	5497	2.89571 	99.79256 
滤	5489	2.89150 	99.79285 
侏	5485	2.88939 	99.79314 
潦	5483	2.88834 	99.79343 
挲	5475	2.88413 	99.79372 
覃	5474	2.88360 	99.79401 
硫	5471	2.88202 	99.79429 
俸	5469	2.88096 	99.79458 
蟠	5464	2.87833 	99.79487 
弋	5460	2.87622 	99.79516 
梆	5442	2.86674 	99.79545 
驸	5442	2.86674 	99.79573 
馀	5430	2.86042 	99.79602 
笈	5428	2.85937 	99.79630 
忱	5425	2.85779 	99.79659 
恿	5406	2.84778 	99.79687 
胥	5376	2.83197 	99.79716 
垦	5358	2.82249 	99.79744 
滢	5356	2.82144 	99.79772 
窕	5351	2.81880 	99.79800 
滇	5347	2.81670 	99.79829 
珅	5345	2.81564 	99.79857 
邬	5345	2.81564 	99.79885 
圃	5339	2.81248 	99.79913 
咿	5338	2.81196 	99.79941 
徙	5331	2.80827 	99.79969 
瘴	5331	2.80827 	99.79997 
舫	5324	2.80458 	99.80025 
嗝	5321	2.80300 	99.80053 
泞	5314	2.79931 	99.80081 
藐	5308	2.79615 	99.80109 
赣	5305	2.79457 	99.80137 
鹦	5289	2.78614 	99.80165 
逵	5273	2.77772 	99.80193 
戍	5272	2.77719 	99.80221 
榭	5270	2.77614 	99.80248 
牠	5251	2.76613 	99.80276 
揩	5243	2.76191 	99.80304 
熹	5242	2.76139 	99.80331 
蟾	5236	2.75822 	99.80359 
霾	5226	2.75296 	99.80386 
蔫	5224	2.75190 	99.80414 
跛	5214	2.74664 	99.80441 
岐	5207	2.74295 	99.80469 
脐	5200	2.73926 	99.80496 
糗	5197	2.73768 	99.80524 
螳	5195	2.73663 	99.80551 
哺	5193	2.73557 	99.80578 
鹭	5180	2.72872 	99.80606 
蚣	5167	2.72188 	99.80633 
炀	5157	2.71661 	99.80660 
嵬	5144	2.70976 	99.80687 
褶	5141	2.70818 	99.80714 
恸	5121	2.69764 	99.80741 
隽	5109	2.69132 	99.80768 
飚	5096	2.68448 	99.80795 
玥	5094	2.68342 	99.80822 
籽	5088	2.68026 	99.80849 
釜	5081	2.67657 	99.80875 
剐	5067	2.66920 	99.80902 
鸠	5066	2.66867 	99.80929 
磷	5058	2.66446 	99.80955 
沒	5057	2.66393 	99.80982 
娑	5056	2.66340 	99.81009 
谄	5048	2.65919 	99.81035 
巳	5048	2.65919 	99.81062 
恣	5030	2.64971 	99.81088 
猬	5025	2.64707 	99.81115 
酪	5022	2.64549 	99.81141 
溟	5020	2.64444 	99.81168 
丕	5020	2.64444 	99.81194 
隼	5018	2.64339 	99.81221 
峒	4991	2.62916 	99.81247 
芋	4991	2.62916 	99.81273 
觊	4987	2.62706 	99.81299 
旖	4980	2.62337 	99.81326 
筵	4970	2.61810 	99.81352 
娣	4964	2.61494 	99.81378 
婠	4956	2.61073 	99.81404 
盹	4945	2.60493 	99.81430 
涸	4944	2.60440 	99.81456 
劾	4941	2.60282 	99.81482 
颌	4941	2.60282 	99.81508 
趔	4928	2.59598 	99.81534 
殇	4925	2.59440 	99.81560 
噌	4924	2.59387 	99.81586 
轧	4919	2.59123 	99.81612 
沽	4913	2.58807 	99.81638 
愫	4908	2.58544 	99.81664 
鸢	4907	2.58491 	99.81690 
龇	4897	2.57965 	99.81715 
玷	4894	2.57807 	99.81741 
掸	4870	2.56542 	99.81767 
趄	4866	2.56332 	99.81792 
溥	4858	2.55910 	99.81818 
疵	4857	2.55857 	99.81844 
皖	4854	2.55699 	99.81869 
邺	4850	2.55489 	99.81895 
杳	4833	2.54593 	99.81920 
聿	4831	2.54488 	99.81946 
镀	4821	2.53961 	99.81971 
祎	4800	2.52855 	99.81996 
鹉	4795	2.52591 	99.82022 
匍	4791	2.52381 	99.82047 
崴	4790	2.52328 	99.82072 
岖	4782	2.51907 	99.82097 
幔	4776	2.51591 	99.82122 
蝈	4761	2.50800 	99.82147 
雒	4753	2.50379 	99.82173 
镑	4747	2.50063 	99.82198 
臆	4735	2.49431 	99.82222 
偃	4730	2.49167 	99.82247 
蜗	4726	2.48957 	99.82272 
瞰	4717	2.48483 	99.82297 
侬	4715	2.48377 	99.82322 
郸	4714	2.48324 	99.82347 
搡	4714	2.48324 	99.82372 
缆	4706	2.47903 	99.82396 
袂	4693	2.47218 	99.82421 
楮	4690	2.47060 	99.82446 
麼	4687	2.46902 	99.82471 
诠	4687	2.46902 	99.82495 
洵	4681	2.46586 	99.82520 
犊	4679	2.46481 	99.82545 
摹	4677	2.46375 	99.82569 
蟀	4666	2.45796 	99.82594 
邋	4653	2.45111 	99.82618 
瓒	4653	2.45111 	99.82643 
苻	4648	2.44848 	99.82667 
荦	4636	2.44216 	99.82692 
竣	4635	2.44163 	99.82716 
骥	4627	2.43741 	99.82740 
泗	4611	2.42899 	99.82765 
痣	4604	2.42530 	99.82789 
贲	4601	2.42372 	99.82813 
胴	4599	2.42267 	99.82837 
潼	4597	2.42161 	99.82862 
弑	4591	2.41845 	99.82886 
匐	4587	2.41634 	99.82910 
姣	4585	2.41529 	99.82934 
谤	4578	2.41160 	99.82958 
蘸	4576	2.41055 	99.82982 
蟋	4573	2.40897 	99.83006 
渥	4566	2.40528 	99.83031 
浒	4561	2.40265 	99.83055 
蛐	4560	2.40212 	99.83079 
阂	4558	2.40107 	99.83103 
糯	4552	2.39791 	99.83127 
愠	4548	2.39580 	99.83151 
嵇	4533	2.38790 	99.83174 
谒	4524	2.38316 	99.83198 
绾	4521	2.38158 	99.83222 
舀	4517	2.37947 	99.83246 
呤	4508	2.37473 	99.83270 
噙	4495	2.36788 	99.83293 
槟	4489	2.36472 	99.83317 
嘣	4487	2.36367 	99.83341 
诃	4484	2.36209 	99.83364 
宓	4473	2.35629 	99.83388 
脓	4472	2.35576 	99.83411 
樟	4468	2.35366 	99.83435 
忪	4465	2.35208 	99.83458 
蛰	4463	2.35102 	99.83482 
咤	4443	2.34049 	99.83505 
捱	4439	2.33838 	99.83529 
阜	4437	2.33733 	99.83552 
峥	4434	2.33575 	99.83575 
濡	4432	2.33469 	99.83599 
遢	4429	2.33311 	99.83622 
瑙	4424	2.33048 	99.83645 
碉	4403	2.31942 	99.83669 
荃	4385	2.30993 	99.83692 
孵	4384	2.30941 	99.83715 
讹	4383	2.30888 	99.83738 
嗵	4379	2.30677 	99.83761 
彝	4376	2.30519 	99.83784 
颀	4370	2.30203 	99.83807 
苓	4355	2.29413 	99.83830 
咝	4343	2.28781 	99.83853 
臾	4333	2.28254 	99.83876 
篆	4333	2.28254 	99.83898 
椭	4309	2.26990 	99.83921 
沏	4304	2.26726 	99.83944 
颦	4297	2.26358 	99.83966 
蛆	4296	2.26305 	99.83989 
淆	4293	2.26147 	99.84012 
揄	4290	2.25989 	99.84034 
嗑	4272	2.25041 	99.84057 
辎	4265	2.24672 	99.84079 
踮	4259	2.24356 	99.84102 
犷	4249	2.23829 	99.84124 
荔	4246	2.23671 	99.84146 
鳅	4246	2.23671 	99.84169 
